24,1,-1
27,1,-1
33,1,1
42,1,-1
47,1,1
55,1,1
59,1,1
71,1,1
75,1,-1
82,1,-1
13,2,1
20,2,1
23,2,-1
36,2,1
39,2,-1
46,2,-1
50,2,-1
52,2,1
61,2,1
77,2,1
88,2,1
4,3,1
8,3,-1
13,3,1
20,3,1
26,3,-1
29,3,1
35,3,1
40,3,1
53,3,1
77,3,1
79,3,-1
86,3,1
88,3,1
91,3,1
8,4,-1
11,4,1
35,4,1
54,4,1
67,4,1
72,4,1
79,4,-1
81,4,1
85,4,1
11,5,1
14,5,1
28,5,1
50,5,-1
65,5,1
66,5,1
76,5,1
80,5,1
83,5,1
92,5,1
98,5,1
99,5,1
10,6,1
22,6,1
44,6,1
55,6,1
57,6,1
62,6,1
73,6,1
76,6,1
78,6,1
87,6,1
88,6,1
94,6,1
9,7,-1
11,7,1
15,7,1
21,7,1
35,7,1
36,7,1
42,7,-1
48,7,1
72,7,1
81,7,1
88,7,1
90,7,-1
94,7,1
3,8,1
13,8,1
20,8,1
23,8,-1
29,8,1
35,8,1
37,8,1
39,8,-1
40,8,1
53,8,1
55,8,1
79,8,-1
86,8,1
91,8,1
93,8,1
12,9,1
17,9,-1
19,9,1
36,9,1
37,9,1
39,9,-1
41,9,-1
57,9,1
68,9,-1
69,9,1
75,9,-1
84,9,1
6,10,1
14,10,1
56,10,1
57,10,1
64,10,-1
73,10,1
76,10,1
78,10,1
87,10,1
94,10,1
7,11,1
10,11,1
15,11,1
26,11,-1
30,11,1
32,11,1
35,11,1
42,11,-1
48,11,1
54,11,1
56,11,1
67,11,1
72,11,1
79,11,-1
84,11,1
92,11,1
94,11,1
7,12,1
9,12,-1
16,12,1
18,12,-1
25,12,-1
27,12,-1
33,12,1
36,12,1
39,12,-1
54,12,1
57,12,1
58,12,1
71,12,1
93,12,1
3,13,1
20,13,1
29,13,1
36,13,1
41,13,-1
43,13,-1
45,13,-1
61,13,1
79,13,-1
87,13,1
22,14,1
28,14,1
37,14,1
46,14,-1
51,14,1
53,14,1
61,14,1
63,14,1
70,14,1
73,14,1
82,14,-1
87,14,1
92,14,1
4,15,1
9,15,-1
16,15,1
18,15,-1
21,15,1
32,15,1
35,15,1
42,15,-1
47,15,1
48,15,1
53,15,1
74,15,-1
86,15,1
97,15,1
4,16,1
7,16,1
11,16,1
12,16,1
15,16,1
21,16,1
24,16,-1
35,16,1
38,16,1
42,16,-1
47,16,1
48,16,1
72,16,1
74,16,-1
5,17,1
29,17,1
30,17,1
37,17,1
40,17,1
47,17,1
50,17,-1
66,17,1
75,17,-1
92,17,1
96,17,1
7,18,1
11,18,1
16,18,1
21,18,1
42,18,-1
47,18,1
48,18,1
54,18,1
59,18,1
65,18,1
71,18,1
72,18,1
84,18,1
86,18,1
94,18,1
95,18,1
98,18,1
9,19,-1
12,19,1
23,19,-1
24,19,-1
27,19,-1
31,19,-1
34,19,1
36,19,1
39,19,-1
60,19,1
84,19,1
93,19,1
95,19,1
2,20,1
3,20,1
13,20,1
23,20,-1
30,20,1
37,20,1
38,20,1
39,20,-1
41,20,-1
52,20,1
53,20,1
77,20,1
79,20,-1
88,20,1
91,20,1
97,20,1
99,20,1
100,20,1
11,21,1
12,21,1
15,21,1
16,21,1
24,21,-1
27,21,-1
42,21,-1
47,21,1
54,21,1
74,21,-1
76,21,1
84,21,1
97,21,1
5,22,1
17,22,-1
50,22,-1
56,22,1
63,22,1
65,22,1
70,22,1
77,22,1
83,22,1
92,22,1
99,22,1
100,22,1
2,23,1
3,23,1
19,23,1
20,23,1
27,23,-1
41,23,-1
49,23,1
52,23,1
61,23,1
84,23,1
97,23,1
99,23,1
7,24,1
11,24,1
15,24,1
18,24,-1
42,24,-1
48,24,1
72,24,1
74,24,-1
80,24,1
6,25,1
41,25,-1
44,25,1
52,25,1
53,25,1
57,25,1
62,25,1
67,25,1
77,25,1
98,25,1
7,26,1
18,26,-1
34,26,1
42,26,-1
57,26,1
65,26,1
72,26,1
79,26,-1
83,26,1
84,26,1
88,26,1
90,26,-1
94,26,1
2,27,1
12,27,1
19,27,1
33,27,1
36,27,1
39,27,-1
47,27,1
59,27,1
71,27,1
82,27,-1
84,27,1
14,28,1
22,28,1
51,28,1
64,28,-1
65,28,1
66,28,1
80,28,1
82,28,-1
92,28,1
96,28,1
98,28,1
100,28,1
13,29,1
14,29,1
25,29,-1
26,29,-1
38,29,1
41,29,-1
43,29,-1
45,29,-1
55,29,1
57,29,1
62,29,1
87,29,1
89,29,1
93,29,1
5,30,1
17,30,-1
28,30,1
37,30,1
51,30,1
62,30,1
74,30,-1
75,30,-1
76,30,1
91,30,1
92,30,1
98,30,1
100,30,1
9,31,-1
32,31,1
34,31,1
36,31,1
46,31,-1
47,31,1
56,31,1
60,31,1
68,31,-1
69,31,1
10,32,1
15,32,1
19,32,1
31,32,-1
40,32,1
46,32,-1
47,32,1
52,32,1
56,32,1
60,32,1
69,32,1
77,32,1
84,32,1
85,32,1
95,32,1
9,33,-1
27,33,-1
28,33,1
39,33,-1
44,33,1
55,33,1
58,33,1
64,33,-1
71,33,1
77,33,1
82,33,-1
85,33,1
93,33,1
96,33,1
9,34,-1
19,34,1
23,34,-1
31,34,-1
36,34,1
60,34,1
68,34,-1
69,34,1
90,34,-1
3,35,1
4,35,1
8,35,-1
13,35,1
20,35,1
24,35,-1
36,35,1
40,35,1
48,35,1
58,35,1
67,35,1
72,35,1
79,35,-1
81,35,1
86,35,1
100,35,1
12,36,1
19,36,1
23,36,-1
27,36,-1
29,36,1
38,36,1
39,36,-1
59,36,1
60,36,1
61,36,1
93,36,1
2,37,1
12,37,1
14,37,1
23,37,-1
25,37,-1
27,37,-1
36,37,1
40,37,1
41,37,-1
45,37,-1
51,37,1
60,37,1
63,37,1
70,37,1
73,37,1
82,37,-1
99,37,1
3,38,1
13,38,1
21,38,1
22,38,1
29,38,1
35,38,1
41,38,-1
43,38,-1
52,38,1
53,38,1
59,38,1
63,38,1
69,38,1
2,39,1
3,39,1
14,39,1
23,39,-1
27,39,-1
37,39,1
41,39,-1
55,39,1
58,39,1
93,39,1
14,40,1
37,40,1
44,40,1
60,40,1
71,40,1
75,40,-1
79,40,-1
26,41,-1
29,41,1
43,41,-1
45,41,-1
55,41,1
57,41,1
87,41,1
93,41,1
99,41,1
1,42,1
11,42,1
15,42,1
21,42,1
32,42,1
48,42,1
90,42,-1
94,42,1
97,42,1
17,43,-1
22,43,1
26,43,-1
50,43,-1
59,43,1
62,43,1
66,43,1
84,43,1
87,43,1
3,44,1
8,44,-1
12,44,1
13,44,1
29,44,1
36,44,1
45,44,-1
53,44,1
62,44,1
71,44,1
83,44,1
87,44,1
93,44,1
13,45,1
29,45,1
43,45,-1
44,45,1
57,45,1
59,45,1
62,45,1
83,45,1
87,45,1
89,45,1
99,45,1
14,46,1
19,46,1
22,46,1
23,46,-1
31,46,-1
32,46,1
37,46,1
47,46,1
51,46,1
52,46,1
60,46,1
64,46,-1
68,46,-1
69,46,1
72,46,1
73,46,1
74,46,-1
77,46,1
82,46,-1
84,46,1
85,46,1
92,46,1
95,46,1
15,47,1
18,47,-1
24,47,-1
31,47,-1
32,47,1
42,47,-1
48,47,1
84,47,1
95,47,1
1,48,1
7,48,1
11,48,1
21,48,1
24,48,-1
47,48,1
54,48,1
84,48,1
94,48,1
8,49,-1
20,49,1
23,49,-1
37,49,1
40,49,1
41,49,-1
53,49,1
75,49,-1
90,49,-1
91,49,1
97,49,1
99,49,1
100,49,1
5,50,1
17,50,-1
22,50,1
23,50,-1
30,50,1
34,50,1
37,50,1
38,50,1
49,50,1
52,50,1
63,50,1
65,50,1
70,50,1
77,50,1
98,50,1
99,50,1
100,50,1
5,51,1
9,51,-1
22,51,1
70,51,1
73,51,1
82,51,-1
83,51,1
95,51,1
2,52,1
9,52,-1
13,52,1
20,52,1
23,52,-1
32,52,1
34,52,1
39,52,-1
43,52,-1
46,52,-1
64,52,-1
68,52,-1
69,52,1
71,52,1
77,52,1
85,52,1
100,52,1
3,53,1
8,53,-1
35,53,1
52,53,1
67,53,1
75,53,-1
79,53,-1
86,53,1
87,53,1
91,53,1
1,54,1
4,54,1
7,54,1
11,54,1
15,54,1
16,54,1
18,54,-1
21,54,1
24,54,-1
26,54,-1
42,54,-1
46,54,-1
56,54,1
58,54,1
67,54,1
71,54,1
72,54,1
79,54,-1
81,54,1
84,54,1
85,54,1
29,55,1
33,55,1
41,55,-1
43,55,-1
59,55,1
61,55,1
72,55,1
84,55,1
85,55,1
87,55,1
89,55,1
93,55,1
6,56,1
10,56,1
14,56,1
18,56,-1
23,56,-1
26,56,-1
46,56,-1
60,56,1
61,56,1
64,56,-1
65,56,1
73,56,1
78,56,1
84,56,1
87,56,1
88,56,1
13,57,1
25,57,-1
32,57,1
36,57,1
41,57,-1
43,57,-1
44,57,1
62,57,1
73,57,1
76,57,1
87,57,1
99,57,1
4,58,1
7,58,1
25,58,-1
54,58,1
67,58,1
71,58,1
72,58,1
81,58,1
12,59,1
22,59,1
33,59,1
41,59,-1
43,59,-1
44,59,1
45,59,-1
55,59,1
62,59,1
71,59,1
87,59,1
99,59,1
9,60,-1
19,60,1
31,60,-1
40,60,1
46,60,-1
55,60,1
59,60,1
69,60,1
77,60,1
83,60,1
93,60,1
2,61,1
3,61,1
19,61,1
20,61,1
23,61,-1
27,61,-1
29,61,1
39,61,-1
41,61,-1
73,61,1
86,61,1
89,61,1
93,61,1
97,61,1
13,62,1
17,62,-1
25,62,-1
44,62,1
45,62,-1
53,62,1
57,62,1
61,62,1
76,62,1
5,63,1
18,63,-1
22,63,1
51,63,1
59,63,1
60,63,1
65,63,1
69,63,1
77,63,1
83,63,1
95,63,1
6,64,1
20,64,1
28,64,1
65,64,1
75,64,-1
77,64,1
78,64,1
96,64,1
100,64,1
5,65,1
14,65,1
32,65,1
50,65,-1
51,65,1
64,65,-1
70,65,1
77,65,1
80,65,1
92,65,1
96,65,1
100,65,1
5,66,1
22,66,1
30,66,1
74,66,-1
80,66,1
92,66,1
98,66,1
4,67,1
7,67,1
8,67,-1
12,67,1
15,67,1
18,67,-1
35,67,1
44,67,1
48,67,1
53,67,1
58,67,1
71,67,1
72,67,1
79,67,-1
81,67,1
9,68,-1
11,68,1
19,68,1
31,68,-1
34,68,1
42,68,-1
56,68,1
69,68,1
78,68,1
84,68,1
90,68,-1
94,68,1
9,69,-1
17,69,-1
19,69,1
23,69,-1
31,69,-1
32,69,1
34,69,1
42,69,-1
47,69,1
60,69,1
68,69,-1
77,69,1
84,69,1
5,70,1
9,70,-1
14,70,1
17,70,-1
22,70,1
30,70,1
37,70,1
50,70,-1
51,70,1
63,70,1
65,70,1
83,70,1
92,70,1
99,70,1
4,71,1
12,71,1
33,71,1
54,71,1
55,71,1
58,71,1
60,71,1
72,71,1
81,71,1
85,71,1
93,71,1
7,72,1
18,72,-1
25,72,-1
54,72,1
55,72,1
71,72,1
85,72,1
87,72,1
94,72,1
10,73,1
15,73,1
27,73,-1
28,73,1
32,73,1
37,73,1
51,73,1
56,73,1
78,73,1
82,73,-1
90,73,-1
94,73,1
96,73,1
1,74,1
21,74,1
24,74,-1
37,74,1
54,74,1
70,74,1
80,74,1
92,74,1
97,74,1
12,75,1
17,75,-1
26,75,-1
28,75,1
30,75,1
33,75,1
40,75,1
49,75,1
58,75,1
66,75,1
71,75,1
76,75,1
79,75,-1
81,75,1
92,75,1
96,75,1
98,75,1
10,76,1
11,76,1
17,76,-1
25,76,-1
44,76,1
45,76,-1
50,76,-1
53,76,1
62,76,1
75,76,-1
78,76,1
97,76,1
14,77,1
52,77,1
72,77,1
85,77,1
94,77,1
6,78,1
10,78,1
11,78,1
56,78,1
73,78,1
88,78,1
90,78,-1
94,78,1
3,79,1
4,79,1
7,79,1
8,79,-1
13,79,1
35,79,1
36,79,1
45,79,-1
58,79,1
61,79,1
81,79,1
90,79,-1
5,80,1
17,80,-1
21,80,1
28,80,1
30,80,1
43,80,-1
64,80,-1
65,80,1
66,80,1
70,80,1
75,80,-1
91,80,1
92,80,1
96,80,1
98,80,1
100,80,1
3,81,1
4,81,1
11,81,1
26,81,-1
28,81,1
35,81,1
44,81,1
53,81,1
58,81,1
67,81,1
71,81,1
75,81,-1
78,81,1
79,81,-1
27,82,-1
37,82,1
39,82,-1
51,82,1
70,82,1
73,82,1
93,82,1
5,83,1
9,83,-1
11,83,1
13,83,1
14,83,1
29,83,1
30,83,1
37,83,1
43,83,-1
49,83,1
59,83,1
62,83,1
65,83,1
76,83,1
79,83,-1
84,83,1
87,83,1
1,84,1
31,84,-1
32,84,1
34,84,1
42,84,-1
46,84,-1
47,84,1
60,84,1
68,84,-1
69,84,1
72,84,1
85,84,1
95,84,1
1,85,1
4,85,1
31,85,-1
33,85,1
46,85,-1
54,85,1
55,85,1
60,85,1
69,85,1
71,85,1
77,85,1
81,85,1
84,85,1
3,86,1
9,86,-1
15,86,1
32,86,1
35,86,1
37,86,1
40,86,1
45,86,-1
73,86,1
82,86,-1
83,86,1
97,86,1
10,87,1
29,87,1
46,87,-1
55,87,1
57,87,1
59,87,1
63,87,1
73,87,1
76,87,1
99,87,1
10,88,1
14,88,1
20,88,1
38,88,1
39,88,-1
53,88,1
55,88,1
64,88,-1
65,88,1
72,88,1
76,88,1
77,88,1
87,88,1
25,89,-1
29,89,1
41,89,-1
57,89,1
61,89,1
62,89,1
87,89,1
99,89,1
7,90,1
10,90,1
11,90,1
18,90,-1
26,90,-1
42,90,-1
48,90,1
54,90,1
56,90,1
78,90,1
79,90,-1
84,90,1
94,90,1
2,91,1
3,91,1
8,91,-1
15,91,1
17,91,-1
20,91,1
21,91,1
23,91,-1
30,91,1
37,91,1
40,91,1
49,91,1
50,91,-1
53,91,1
65,91,1
67,91,1
70,91,1
74,91,-1
75,91,-1
86,91,1
92,91,1
98,91,1
17,92,-1
22,92,1
30,92,1
37,92,1
40,92,1
50,92,-1
51,92,1
65,92,1
70,92,1
75,92,-1
76,92,1
80,92,1
96,92,1
98,92,1
1,93,1
3,93,1
13,93,1
27,93,-1
29,93,1
33,93,1
39,93,-1
41,93,-1
45,93,-1
55,93,1
59,93,1
61,93,1
71,93,1
84,93,1
87,93,1
89,93,1
7,94,1
10,94,1
11,94,1
14,94,1
18,94,-1
21,94,1
72,94,1
79,94,-1
84,94,1
90,94,-1
1,95,1
26,95,-1
31,95,-1
32,95,1
42,95,-1
47,95,1
68,95,-1
69,95,1
84,95,1
85,95,1
6,96,1
28,96,1
30,96,1
33,96,1
40,96,1
49,96,1
50,96,-1
52,96,1
64,96,-1
65,96,1
75,96,-1
92,96,1
100,96,1
1,97,1
2,97,1
15,97,1
16,97,1
19,97,1
21,97,1
24,97,-1
32,97,1
38,97,1
39,97,-1
47,97,1
48,97,1
60,97,1
61,97,1
73,97,1
83,97,1
86,97,1
89,97,1
17,98,-1
21,98,1
28,98,1
30,98,1
33,98,1
43,98,-1
64,98,-1
66,98,1
75,98,-1
76,98,1
80,98,1
81,98,1
100,98,1
17,99,-1
22,99,1
30,99,1
38,99,1
41,99,-1
43,99,-1
49,99,1
50,99,-1
56,99,1
59,99,1
61,99,1
62,99,1
70,99,1
76,99,1
89,99,1
97,99,1
100,99,1
6,100,1
20,100,1
22,100,1
28,100,1
38,100,1
43,100,-1
49,100,1
50,100,-1
52,100,1
63,100,1
64,100,-1
66,100,1
67,100,1
75,100,-1
77,100,1
80,100,1
81,100,1
91,100,1
98,100,1
