27,1,1
33,1,-1
37,1,1
55,1,1
59,1,-1
71,1,1
75,1,-1
82,1,1
84,1,-1
85,1,1
3,2,1
8,2,1
20,2,1
23,2,1
37,2,1
38,2,1
39,2,1
50,2,1
61,2,1
82,2,1
97,2,1
4,3,1
8,3,1
9,3,1
13,3,-1
20,3,1
35,3,1
38,3,1
39,3,1
52,3,-1
53,3,1
77,3,1
79,3,1
86,3,1
91,3,1
11,4,1
35,4,1
54,4,1
67,4,1
71,4,1
72,4,1
79,4,1
81,4,1
85,4,1
14,5,1
22,5,-1
28,5,1
50,5,1
63,5,1
64,5,1
65,5,1
70,5,-1
80,5,1
92,5,1
98,5,1
100,5,1
10,6,1
11,6,1
56,6,1
57,6,-1
62,6,1
73,6,1
76,6,1
78,6,1
87,6,1
88,6,1
90,6,1
94,6,1
11,7,1
15,7,1
18,7,1
21,7,1
24,7,1
42,7,1
48,7,1
54,7,1
72,7,1
73,7,1
87,7,1
90,7,1
94,7,1
3,8,1
13,8,-1
29,8,-1
35,8,1
39,8,1
40,8,-1
44,8,1
53,8,1
57,8,-1
77,8,1
79,8,1
81,8,1
86,8,1
91,8,1
93,8,-1
1,9,1
16,9,1
19,9,1
34,9,1
36,9,1
46,9,1
60,9,1
64,9,1
68,9,1
69,9,1
84,9,-1
85,9,1
6,10,1
11,10,1
14,10,1
56,10,1
57,10,-1
64,10,1
73,10,1
78,10,1
90,10,1
94,10,1
7,11,1
10,11,1
21,11,1
26,11,-1
42,11,1
47,11,1
48,11,1
54,11,1
56,11,1
60,11,1
72,11,1
75,11,-1
79,11,1
84,11,-1
85,11,1
90,11,1
94,11,1
2,12,-1
23,12,1
27,12,1
29,12,-1
36,12,1
38,12,1
39,12,1
41,12,1
58,12,1
59,12,-1
71,12,1
81,12,1
93,12,-1
99,12,1
3,13,1
8,13,1
29,13,-1
41,13,1
44,13,1
45,13,1
57,13,-1
59,13,-1
79,13,1
87,13,1
21,14,1
22,14,-1
30,14,1
33,14,-1
37,14,1
40,14,-1
51,14,-1
63,14,1
65,14,1
70,14,-1
73,14,1
76,14,1
82,14,1
7,15,1
11,15,1
21,15,1
24,15,1
42,15,1
47,15,1
48,15,1
53,15,1
60,15,1
74,15,1
84,15,-1
86,15,1
92,15,1
97,15,1
7,16,1
11,16,1
15,16,1
21,16,1
24,16,1
35,16,1
42,16,1
47,16,1
48,16,1
54,16,1
58,16,1
67,16,1
72,16,1
74,16,1
5,17,1
30,17,1
37,17,1
49,17,-1
50,17,1
66,17,1
70,17,-1
75,17,-1
77,17,1
87,17,1
92,17,1
7,18,1
11,18,1
16,18,1
21,18,1
24,18,1
26,18,-1
47,18,1
48,18,1
54,18,1
58,18,1
60,18,1
71,18,1
72,18,1
84,18,-1
90,18,1
94,18,1
97,18,1
9,19,1
23,19,1
31,19,1
34,19,1
36,19,1
39,19,1
46,19,1
52,19,-1
61,19,1
71,19,1
84,19,-1
85,19,1
93,19,-1
2,20,-1
3,20,1
23,20,1
27,20,1
28,20,1
32,20,-1
35,20,1
37,20,1
38,20,1
39,20,1
40,20,-1
41,20,1
52,20,-1
61,20,1
67,20,1
79,20,1
91,20,1
100,20,1
7,21,1
11,21,1
15,21,1
16,21,1
24,21,1
42,21,1
47,21,1
48,21,1
54,21,1
72,21,1
74,21,1
84,21,-1
97,21,1
5,22,1
17,22,1
37,22,1
43,22,-1
50,22,1
63,22,1
65,22,1
70,22,-1
77,22,1
83,22,1
92,22,1
99,22,1
2,23,-1
3,23,1
9,23,1
19,23,1
27,23,1
32,23,-1
37,23,1
38,23,1
52,23,-1
61,23,1
69,23,1
84,23,-1
7,24,1
11,24,1
15,24,1
18,24,1
42,24,1
48,24,1
52,24,-1
72,24,1
74,24,1
26,25,-1
43,25,-1
44,25,1
45,25,1
56,25,1
57,25,-1
62,25,1
76,25,1
87,25,1
99,25,1
3,26,1
7,26,1
15,26,1
21,26,1
35,26,1
42,26,1
53,26,1
56,26,1
58,26,1
72,26,1
79,26,1
85,26,1
94,26,1
2,27,-1
12,27,1
19,27,1
36,27,1
37,27,1
39,27,1
41,27,1
55,27,1
59,27,-1
71,27,1
82,27,1
14,28,1
17,28,1
30,28,1
43,28,-1
64,28,1
65,28,1
66,28,1
80,28,1
92,28,1
96,28,1
98,28,1
100,28,1
13,29,-1
25,29,1
38,29,1
41,29,1
45,29,1
55,29,1
61,29,1
62,29,1
69,29,1
87,29,1
89,29,-1
93,29,-1
97,29,1
99,29,1
5,30,1
17,30,1
28,30,1
37,30,1
65,30,1
70,30,-1
74,30,1
75,30,-1
83,30,1
92,30,1
96,30,1
98,30,1
100,30,1
1,31,1
9,31,1
18,31,1
32,31,-1
34,31,1
46,31,1
47,31,1
60,31,1
68,31,1
69,31,1
1,32,1
9,32,1
15,32,1
19,32,1
31,32,1
33,32,-1
46,32,1
47,32,1
52,32,-1
56,32,1
60,32,1
69,32,1
84,32,-1
85,32,1
95,32,1
4,33,1
27,33,1
36,33,1
47,33,1
55,33,1
59,33,-1
60,33,1
64,33,1
71,33,1
82,33,1
85,33,1
93,33,-1
96,33,1
99,33,1
9,34,1
19,34,1
23,34,1
31,34,1
32,34,-1
36,34,1
46,34,1
60,34,1
69,34,1
3,35,1
4,35,1
8,35,1
12,35,1
18,35,1
20,35,1
36,35,1
44,35,1
47,35,1
53,35,1
54,35,1
58,35,1
67,35,1
79,35,1
81,35,1
86,35,1
1,36,1
12,36,1
19,36,1
20,36,1
23,36,1
27,36,1
34,36,1
39,36,1
59,36,-1
61,36,1
93,36,-1
14,37,1
17,37,1
22,37,-1
27,37,1
36,37,1
39,37,1
40,37,-1
43,37,-1
50,37,1
51,37,-1
65,37,1
70,37,-1
75,37,-1
77,37,1
82,37,1
92,37,1
100,37,1
2,38,-1
3,38,1
13,38,-1
20,38,1
23,38,1
28,38,1
40,38,-1
41,38,1
45,38,1
76,38,1
77,38,1
79,38,1
97,38,1
2,39,-1
12,39,1
19,39,1
23,39,1
27,39,1
40,39,-1
41,39,1
55,39,1
59,39,-1
93,39,-1
20,40,1
51,40,-1
77,40,1
79,40,1
86,40,1
91,40,1
97,40,1
29,41,-1
36,41,1
45,41,1
55,41,1
59,41,-1
62,41,1
87,41,1
93,41,-1
99,41,1
7,42,1
11,42,1
18,42,1
21,42,1
48,42,1
54,42,1
74,42,1
84,42,-1
94,42,1
13,43,-1
17,43,1
23,43,1
33,43,-1
59,43,-1
62,43,1
76,43,1
87,43,1
99,43,1
3,44,1
8,44,1
13,44,-1
25,44,1
29,44,-1
36,44,1
41,44,1
45,44,1
53,44,1
57,44,-1
59,44,-1
62,44,1
93,44,-1
13,45,-1
29,45,-1
41,45,1
43,45,-1
44,45,1
57,45,-1
59,45,-1
62,45,1
87,45,1
89,45,-1
99,45,1
1,46,1
9,46,1
14,46,1
18,46,1
19,46,1
22,46,-1
23,46,1
31,46,1
32,46,-1
34,46,1
47,46,1
51,46,-1
60,46,1
64,46,1
65,46,1
68,46,1
69,46,1
71,46,1
73,46,1
77,46,1
84,46,-1
85,46,1
95,46,1
18,47,1
24,47,1
31,47,1
42,47,1
46,47,1
68,47,1
74,47,1
84,47,-1
95,47,1
7,48,1
11,48,1
18,48,1
21,48,1
42,48,1
54,48,1
72,48,1
84,48,-1
90,48,1
17,49,1
29,49,-1
33,49,-1
37,49,1
40,49,-1
61,49,1
71,49,1
75,49,-1
77,49,1
80,49,1
81,49,1
86,49,1
97,49,1
5,50,1
14,50,1
22,50,-1
37,50,1
39,50,1
40,50,-1
49,50,-1
51,50,-1
63,50,1
65,50,1
70,50,-1
72,50,1
75,50,-1
77,50,1
92,50,1
98,50,1
99,50,1
5,51,1
22,51,-1
37,51,1
50,51,1
70,51,-1
73,51,1
82,51,1
100,51,1
2,52,-1
3,52,1
9,52,1
13,52,-1
23,52,1
27,52,1
29,52,-1
32,52,-1
38,52,1
69,52,1
82,52,1
84,52,-1
87,52,1
88,52,1
91,52,1
94,52,1
95,52,1
3,53,1
4,53,1
8,53,1
13,53,-1
20,53,1
35,53,1
67,53,1
79,53,1
86,53,1
91,53,1
4,54,1
7,54,1
11,54,1
12,54,1
15,54,1
16,54,1
18,54,1
20,54,1
21,54,1
24,54,1
26,54,-1
32,54,-1
42,54,1
48,54,1
58,54,1
60,54,1
67,54,1
71,54,1
72,54,1
74,54,1
81,54,1
12,55,1
29,55,-1
33,55,-1
36,55,1
41,55,1
59,55,-1
61,55,1
71,55,1
84,55,-1
89,55,-1
93,55,-1
99,55,1
6,56,1
10,56,1
14,56,1
23,56,1
26,56,-1
52,56,-1
60,56,1
65,56,1
73,56,1
76,56,1
78,56,1
83,56,1
87,56,1
88,56,1
90,56,1
94,56,1
6,57,1
13,57,-1
25,57,1
41,57,1
43,57,-1
44,57,1
53,57,1
56,57,1
62,57,1
76,57,1
79,57,1
87,57,1
4,58,1
35,58,1
53,58,1
67,58,1
71,58,1
72,58,1
81,58,1
83,58,1
